Cust_ID;Churn;Name;Longevity;Year_Birth;TypeTravel;RoomType;RewardPoints;Comfort;ReceptionSchedule;FoodDrink;Location;Wifi;Amenities;Staff;OnlineBooking;PriceQuality;RoomSpace;CheckOut;Checkin;Cleanliness;BarService
3238;nochurn;Mr. Zachary Castillo;yes;1978;business;single;5161;1;1;1;1;2;3;5;5;5;5;5;3;5;4
3239;nochurn;Ms. Emma Brown MD;y;1953;leisure;double;6914;4;4;4;4;5;4;5;5;5;5;5;4;5;3
3240;nochurn;Mr. Matthew Carpenter;yes;1972;business;single;6443;3;3;3;3;4;4;5;4;4;5;4;5;4;3
3241;nochurn;Mr. John Vega;yes;1954;business;single;6296;4;1;4;4;3;5;4;5;5;5;5;5;5;4
3242;churn;Ms. Vicki Cole;yes;1946;business;double;6345;3;5;5;5;1;4;4;3;3;3;3;4;3;3
3243;nochurn;Mr. Maxwell Lee;yes;1963;business;single;4523;5;5;4;5;3;4;4;5;5;5;5;3;5;3
3244;churn;Mr. Alec White;no;1982;business;single;3068;4;5;5;4;5;5;5;5;2;4;5;5;3;5
3245;churn;Mr. Daniel Mayer DVM;yes;1954;leisure;double;5295;3;5;3;3;5;3;5;5;4;4;4;5;4;5
3246;nochurn;Mr. Charles Brennan;yes;1979;business;single;5928;1;1;1;1;2;1;2;4;4;4;4;4;4;1
3247;nochurn;Ms. Lisa Garcia;yes;1963;business;single;4102;1;1;1;1;2;4;5;3;3;3;3;4;3;3
3248;churn;Mr. Joshua Morgan;yes;1958;leisure;double;4989;1;1;1;1;5;1;5;5;1;5;2;1;2;5
3249;nochurn;Ms. Victoria Anderson;yes;1974;business;single;4533;3;3;3;3;5;5;3;5;5;5;5;2;5;2
3250;nochurn;Mr. Paul Stokes;yes;1974;business;suite;5357;5;4;5;4;5;5;5;5;3;1;2;1;3;5
3251;nochurn;Ms. Caitlyn Obrien;yes;1992;leisure;double;4821;2;2;2;2;4;2;3;4;4;4;4;2;4;2
3252;churn;Ms. Catherine Kim;yes;1964;business;single;4318;2;2;2;2;3;3;3;2;2;2;2;1;2;1
3253;nochurn;Mr. Tracy Ortiz;yes;1980;business;single;5364;1;1;1;1;5;4;5;4;4;4;4;4;4;3
3254;nochurn;Mr. Nicholas Bell;yes;1988;business;single;2946;4;4;4;4;4;4;4;4;3;3;4;4;4;4
3255;churn;Ms. Lori Smith;yes;1979;business;single;6545;1;2;2;2;2;3;3;1;1;1;1;3;1;3
3256;churn;Ms. Brenda King;no;1992;business;suite;4872;1;1;1;3;4;1;4;4;5;1;5;2;4;4
3257;nochurn;Mr. Joseph Huang;yes;1982;business;single;4926;0;0;0;5;5;4;4;3;3;3;3;3;3;5
3258;churn;Ms. Allison Evans;yes;1988;business;suite;5392;3;2;2;2;3;3;3;3;3;2;4;4;4;3
3259;nochurn;Mr. Michael Williams;yes;1972;business;single;6562;4;4;4;4;3;4;4;5;5;5;5;3;5;5
3260;nochurn;Mr. Nicholas Dillon;yes;1970;business;single;6779;2;2;2;2;2;4;4;4;4;4;4;5;4;3
3261;churn;Mr. Jack Owens;yes;1987;leisure;double;5068;3;1;3;4;6;3;5;5;4;1;4;4;3;5
3262;churn;Mr. Steven Rodriguez;yes;2009;leisure;single;4651;3;0;3;1;1;3;1;1;4;5;5;3;4;1
3263;churn;Mr. Steven Campos;yes;1971;leisure;double;4877;2;4;1;3;3;1;3;3;1;4;3;3;3;3
3264;churn;Ms. Felicia Perkins;yes;1961;business;single;5183;2;5;5;5;5;4;3;2;2;2;2;3;2;4
3265;churn;Ms. Tammy Brown;yes;1988;business;double;4195;4;1;1;1;4;4;4;4;2;5;3;4;2;4
3266;churn;Mr. John Holmes;no;2000;business;double;5558;4;0;4;3;2;4;2;2;4;5;4;3;4;2
3267;nochurn;Ms. Angela Rojas;yes;1989;leisure;double;5739;5;5;5;5;3;4;5;5;5;5;5;4;5;4
3268;churn;Mr. Noah Russell;yes;1997;leisure;suite;5039;3;4;0;3;5;0;5;5;5;2;5;3;5;5
3269;churn;Mr. Jimmy Chaney;yes;1964;business;single;3047;4;3;3;3;3;3;3;4;4;4;4;1;4;4
3270;nochurn;Ms. Stephanie Scott;yes;2010;leisure;double;5138;0;5;0;2;5;0;5;5;5;2;4;3;5;5
3271;churn;Ms. Lisa Dawson;yes;1952;leisure;double;3907;1;4;1;2;1;5;5;5;2;5;5;5;3;5
3272;nochurn;Mr. Cory Hill;no;1997;business;double;5405;4;5;4;1;1;4;1;1;2;4;4;1;4;1
3273;churn;Ms. Laurie Barron;no;1991;business;double;4722;2;2;2;2;2;2;2;2;1;5;2;4;3;2
3274;nochurn;Mr. Jeffrey Gray;yes;1986;business;single;6909;3;3;3;3;5;5;5;4;4;4;3;2;4;3
3275;nochurn;Ms. Nicole Sanders;yes;1965;business;single;5263;1;1;1;1;3;4;5;4;4;5;4;5;4;3
3276;nochurn;Ms. Molly Henderson;yes;1991;business;single;2441;4;4;4;4;4;4;4;4;4;3;5;3;5;4
3277;churn;Mr. Jason Ward;yes;2000;leisure;double;3448;1;3;1;3;1;1;1;1;2;3;3;2;4;1
3278;nochurn;Ms. Laura Elliott;yes;1963;leisure;double;6921;2;2;2;2;5;4;5;4;4;4;4;5;4;3
3279;churn;Mr. Ryan Mullins;yes;1976;leisure;double;5476;4;4;4;1;2;4;2;2;4;2;5;5;5;2
3280;churn;Ms. Connie Kelly;no;1982;business;single;4353;4;5;5;5;1;5;1;1;1;4;3;3;5;1
3281;nochurn;Mr. Bryce Farrell;yes;1979;business;single;6533;1;1;1;1;5;5;5;4;4;4;4;5;4;5
3282;nochurn;Mr. Michael Cole;no;1999;business;double;4276;4;3;3;3;5;4;5;5;3;2;4;2;2;5
3283;nochurn;Ms. Ashley Wilson;yes;2007;leisure;double;2891;4;4;4;2;2;4;2;2;2;3;5;1;4;2
3284;churn;Mr. George Rodriguez;no;1992;business;double;4141;2;3;3;3;1;3;1;1;2;2;4;1;3;1
3285;churn;Mr. Blake Nelson;yes;1961;business;single;4147;2;2;2;2;5;4;4;2;2;2;2;4;2;3
3286;nochurn;Ms. Mrs. Mary Jenkins DVM;yes;1973;business;double;6107;5;3;3;3;2;3;2;5;5;5;5;2;5;2
3287;nochurn;Ms. Alicia Hoover;yes;1970;business;single;6741;2;2;2;2;5;4;4;5;5;5;5;5;5;3
3288;churn;Ms. Courtney Morgan;y;1978;business;single;3521;1;3;3;3;5;4;3;2;2;2;1;2;2;1
3289;nochurn;Ms. Ruth Mcpherson;yes;1972;leisure;double;6373;0;5;0;5;2;1;2;5;5;5;5;1;5;3
3290;nochurn;Ms. Connie Jones;yes;1972;business;suite;4223;4;1;1;1;4;4;4;2;4;1;2;4;1;4
3291;nochurn;Mr. Joe Hawkins;yes;1973;business;single;6582;4;4;4;4;4;5;5;5;5;5;5;5;5;5
3292;churn;Mr. Christopher Carpenter;yes;1976;business;single;6281;3;5;5;5;2;4;4;3;3;3;3;1;3;3
3293;nochurn;Ms. Tiffany Keith;yes;1965;business;single;3130;3;4;3;3;3;4;5;4;4;4;5;4;4;3
3294;nochurn;Ms. Elizabeth Diaz;yes;;leisure;double;4966;3;3;3;3;2;4;4;5;5;5;5;3;5;5
3295;nochurn;Mr. Jacob Young;yes;1967;business;single;3647;2;2;2;2;3;4;4;5;5;5;5;5;5;3
3296;churn;Mr. Mitchell Perry;no;1991;business;double;4540;2;2;2;5;2;2;2;2;3;5;1;3;5;2
3297;nochurn;Ms. Audrey Mccoy;yes;1975;business;single;5347;3;3;3;3;3;4;4;5;5;5;5;5;5;5
3298;nochurn;Mr. Christopher Green;yes;1996;business;single;1943;1;2;1;1;4;4;4;4;1;5;2;1;2;4
3299;nochurn;Ms. Janet Gray;yes;1975;business;single;4675;1;1;1;1;3;5;4;5;5;5;5;5;5;4
3300;nochurn;Ms. Cassandra Jackson MD;no;1994;business;single;5423;5;5;5;4;3;5;3;3;3;2;3;4;5;3
3301;nochurn;Ms. Kathy Ortiz;no;1982;business;single;4676;5;5;5;4;2;5;2;2;4;5;4;3;5;2
3302;nochurn;Mr. Jeffrey Brooks;yes;1977;business;single;5170;1;1;1;1;5;5;4;5;5;5;5;5;5;3
3303;churn;Ms. Sophia White;yes;1967;business;suite;6634;3;2;2;2;2;4;3;4;4;3;4;1;4;2
3304;churn;Mr. Timothy Bishop;yes;2003;leisure;double;5627;1;4;1;5;3;1;5;3;3;3;5;4;4;3
3305;churn;Mr. Michael Freeman;yes;1975;business;single;6188;4;5;5;5;2;3;4;4;4;4;4;2;4;3
3306;nochurn;Ms. Dorothy Burnett;yes;1997;business;single;4338;4;4;4;4;5;5;5;5;2;3;4;4;5;5
3307;churn;Mr. Andrew Murray;yes;1959;business;single;4519;3;5;5;5;3;3;4;3;3;3;3;4;3;2
3308;churn;Mr. Jesse Wilkins;yes;2011;leisure;double;4546;2;4;2;3;2;2;2;2;3;4;4;3;5;2
3309;nochurn;Ms. Daisy Williams;yes;1974;business;single;3762;2;2;2;2;5;5;5;5;5;5;5;3;5;4
3310;churn;Ms. Heather Thompson;yes;1967;business;single;6907;2;3;3;3;1;3;2;3;3;3;2;4;3;1
3311;nochurn;Mr. Scott Jones;yes;1966;business;single;6903;3;3;5;3;3;5;4;5;5;5;4;5;5;5
3312;nochurn;Ms. Jennifer Lee;yes;2010;leisure;suite;5499;5;5;5;5;5;5;5;5;5;2;1;4;1;5
3313;nochurn;Mr. Dennis Todd;yes;1991;business;single;2927;1;1;1;1;4;5;4;4;4;2;5;3;4;4
3314;nochurn;Ms. Tina Martin;yes;1992;business;double;4929;4;3;3;3;4;4;4;4;1;3;4;5;2;4
3315;churn;Mr. Michael Rodriguez;no;1998;business;double;4950;1;0;1;3;2;1;2;2;1;2;1;5;2;2
3316;nochurn;Mr. John Douglas;yes;1980;business;single;4544;3;3;3;3;5;5;5;5;3;5;5;5;5;5
3317;nochurn;Mr. James Lam;yes;1991;business;single;3588;4;4;4;4;5;4;5;5;4;5;4;5;5;5
3318;nochurn;Mr. Roger Fischer;yes;1993;business;suite;5241;5;1;4;1;5;5;5;5;2;5;4;1;3;5
3319;nochurn;Ms. Michelle Harris;yes;2002;business;suite;5281;5;3;4;3;5;5;5;5;3;1;5;1;5;5
3320;nochurn;Mr. Jason Cooper;yes;1992;business;single;3286;4;4;4;4;5;5;5;5;4;4;5;4;4;5
3321;nochurn;Ms. Colleen Jackson;yes;1965;business;single;3550;3;3;3;3;5;4;4;4;4;4;4;3;4;3
3322;churn;Mr. Charles Smith;no;1969;business;double;5419;1;1;1;3;5;1;5;5;2;2;5;4;2;5
3323;churn;Mr. Justin Hansen;no;2005;business;double;5105;2;4;2;4;3;2;2;3;4;5;4;3;3;3
3324;nochurn;Ms. Tina Reeves;yes;1970;business;double;6624;4;1;1;1;2;1;5;4;4;4;4;2;4;4
3325;nochurn;Ms. Megan King;yes;1991;leisure;double;5194;2;2;4;2;4;4;5;3;3;3;3;3;3;3
3326;churn;Mr. Jonathan Butler MD;yes;1977;business;single;4683;3;3;3;3;1;3;2;3;3;3;3;1;3;2
3327;churn;Ms. Andrea Wiggins;no;1987;business;single;5330;3;3;3;3;5;3;5;5;3;4;5;5;4;5
3328;churn;Mr. Jonathon Wilson;no;1995;business;single;4667;4;4;4;4;5;4;5;5;5;5;4;5;5;5
3329;churn;Ms. Mary Reynolds;no;1977;business;single;5518;2;2;2;5;3;2;1;3;4;3;4;5;4;3
3330;nochurn;Ms. Danielle Hernandez;yes;1997;business;single;4489;3;3;3;3;5;5;5;5;1;5;1;3;2;5
3331;churn;Ms. Pamela Barry;no;2005;business;suite;5124;3;5;2;1;1;2;1;1;2;2;5;2;4;1
3332;nochurn;Mr. Douglas Orr;yes;1986;business;suite;4859;5;3;3;3;5;5;5;5;1;5;5;4;4;5
3333;churn;Mr. Justin Ramirez;yes;1966;leisure;double;4828;1;4;1;5;1;1;1;1;5;2;4;2;3;1
3334;nochurn;Ms. Sarah Reeves;yes;1981;business;single;4181;5;5;5;5;2;4;4;5;5;5;5;4;5;4
3335;churn;Mr. Aaron Carter;yes;2000;leisure;double;5457;1;3;0;1;1;0;1;1;5;3;1;5;1;1
3336;churn;Mr. Jeffery Blackwell;no;1981;business;double;3171;3;3;3;3;1;3;1;1;4;1;4;1;4;1
3337;nochurn;Mr. Ryan Wells;yes;1988;business;single;4344;3;5;3;3;4;4;4;4;4;4;5;3;5;4
3338;nochurn;Ms. Katherine Green;no;1994;business;double;5674;0;5;0;2;3;0;3;3;3;1;2;4;1;3
3339;churn;Mr. Joshua Mcdaniel;yes;1973;business;double;5717;2;1;1;1;2;2;2;2;3;2;3;4;3;2
3340;nochurn;Ms. Brittany Mack;yes;1972;leisure;double;6515;5;2;2;2;5;5;5;5;1;2;2;5;3;5
3341;nochurn;Ms. Rhonda White;yes;1980;leisure;single;6739;3;3;3;3;5;4;4;4;4;4;4;5;4;5
3342;nochurn;Ms. Angela Kane;yes;1972;business;single;4383;2;2;2;2;5;4;5;4;4;4;4;4;4;3
3343;nochurn;Mr. Devon Weaver;yes;1982;business;single;3928;1;1;1;1;3;5;4;4;4;4;4;4;4;5
3344;churn;Mr. Randy Wiggins;yes;2003;leisure;double;2944;2;4;2;2;2;1;1;5;2;5;5;1;4;1
3345;nochurn;Mr. Tyler Brown;yes;1994;leisure;double;4059;5;3;5;3;4;5;5;4;4;1;5;1;3;4
3346;nochurn;Ms. Monica Gentry;yes;1974;business;single;6464;2;2;2;2;5;4;5;4;4;4;4;3;4;1
3347;churn;Mr. Matthew Mendez;no;1991;business;single;2620;2;2;2;4;2;3;3;3;1;5;2;3;5;3
3348;churn;Ms. Rebecca Anderson;no;2001;business;double;5440;2;0;2;4;5;2;5;5;5;1;3;3;2;5
3349;churn;Ms. Melissa Wood;yes;1979;business;single;6454;4;4;4;4;5;4;3;4;4;3;4;4;4;4
3350;churn;Ms. Amy Richards;yes;1980;business;single;3833;4;5;5;5;4;3;4;4;4;4;4;3;4;4
3351;churn;Ms. Kelly Simmons;no;1979;business;single;5059;2;2;2;1;5;2;5;5;3;4;5;4;5;5
3352;nochurn;Mr. Thomas Holden;yes;1977;business;single;5484;0;0;0;2;2;3;1;1;1;1;3;5;1;5
3353;churn;Ms. Allison Adams;no;1998;business;double;3142;4;4;4;3;1;4;1;1;3;3;4;3;3;1
3354;nochurn;Ms. Amber Dougherty;yes;1990;business;single;3194;2;2;2;2;3;4;3;3;5;2;5;4;5;3
3355;churn;Mr. Shawn Taylor;no;1975;business;double;4758;3;3;3;3;4;3;4;4;4;2;5;3;4;4
3356;churn;Ms. Kelly Sanchez;no;1994;business;double;4372;4;4;4;3;5;4;5;5;3;4;3;1;4;5
3357;nochurn;Ms. Debbie Bailey;yes;1963;business;single;4909;5;5;5;5;2;5;5;5;5;5;5;4;5;3
3358;nochurn;Ms. Jamie Bush;no;1995;business;single;5536;0;0;0;3;2;0;2;2;5;5;2;4;2;2
3359;nochurn;Mr. Kevin Wiggins;yes;1973;business;single;5318;4;4;4;4;4;4;4;3;3;3;3;4;3;5
3360;nochurn;Mr. Jason Villanueva;yes;1985;business;single;6133;3;3;3;3;3;3;1;5;5;5;5;4;5;3
3361;nochurn;Ms. Heather Garcia;yes;1965;leisure;double;6507;5;5;5;5;5;4;5;5;5;5;5;5;5;5
3362;churn;Mr. Tony Thompson;yes;2005;leisure;double;4778;4;3;4;4;3;4;3;3;2;1;4;3;2;3
3363;churn;Ms. Jessica Malone;yes;1990;business;single;5295;1;2;2;2;1;1;1;1;2;4;2;2;3;1
3364;nochurn;Ms. Amy Arnold;yes;1983;business;single;6394;2;2;2;2;4;4;4;2;2;2;2;5;2;4
3365;churn;Ms. Ruth Mills;yes;1974;business;double;6645;3;2;2;2;3;3;3;3;3;3;3;4;3;2
3366;churn;Ms. Tamara Garcia;yes;1991;business;suite;5672;2;1;5;1;2;2;2;2;4;3;3;4;2;2
3367;churn;Mr. Alex Copeland;yes;2002;business;single;5307;4;5;5;5;4;4;4;4;3;4;4;2;3;4
3368;churn;Ms. Dana Kirby;yes;1972;business;single;5800;1;3;3;3;3;2;3;1;1;2;1;1;1;3
3369;nochurn;Ms. Michelle Jones;yes;1996;business;double;5224;5;1;1;1;5;5;5;5;5;5;3;3;5;5
3370;nochurn;Mr. Jordan Sandoval;yes;1999;business;single;4197;5;5;3;5;5;5;5;5;4;3;4;5;4;5
3371;churn;Ms. Mrs. Molly Brown DDS;yes;1986;business;double;3753;3;5;5;5;3;3;3;3;3;4;3;4;4;3
3372;nochurn;Ms. Amanda Payne;yes;2010;leisure;double;5417;2;2;2;2;2;4;5;3;3;3;3;3;3;4
3373;nochurn;Mr. Kevin Thompson;no;2001;business;single;5431;0;0;0;1;1;0;1;1;5;4;4;4;4;1
3374;churn;Mr. Dakota Gonzales;yes;1971;leisure;double;5708;3;4;3;1;1;3;1;1;5;3;5;4;4;1
3375;nochurn;Ms. Judy Mason;yes;1981;business;single;4565;5;5;5;5;2;5;5;4;4;4;4;3;4;4
3376;nochurn;Ms. Kathryn Jones;yes;1994;business;single;3482;4;4;4;4;5;5;5;5;5;2;5;4;2;5
3377;churn;Mr. John Holmes;no;1984;business;double;5538;3;3;3;4;5;3;5;5;3;4;1;1;2;5
3378;nochurn;Mr. Todd Gilbert;no;1971;business;double;5153;5;3;5;3;3;5;3;3;5;1;1;4;3;3
3379;churn;Mr. Walter Cole;yes;1995;leisure;double;4991;3;5;3;3;5;3;5;5;4;3;4;5;5;5
3380;nochurn;Ms. Kimberly Woods;yes;1971;leisure;double;6881;5;2;5;3;3;4;4;2;2;5;2;1;2;2
3381;churn;Mr. Michael Davis;yes;1972;leisure;double;5577;4;4;0;4;5;0;5;5;2;2;3;4;4;5
3382;churn;Ms. Melissa Perez;yes;1970;business;single;5600;3;5;2;2;4;4;4;3;3;3;3;1;3;4
3383;nochurn;Ms. Kimberly Davis;yes;1981;business;single;6405;4;4;4;4;3;4;5;4;4;4;4;4;4;5
3384;nochurn;Mr. Austin Ballard;yes;1983;business;single;3732;1;1;1;1;1;2;2;5;5;5;5;1;5;2
3385;nochurn;Mr. Travis Simpson;no;1997;business;single;5933;0;0;0;5;2;0;2;2;3;2;4;4;4;2
3386;churn;Ms. Linda Johnson;no;1986;business;single;5309;3;3;3;2;3;3;3;3;4;4;5;4;4;3
3387;nochurn;Ms. Elizabeth Lee;yes;;leisure;double;6549;4;4;4;4;5;4;5;2;2;4;2;3;2;5
3388;nochurn;Ms. Lori Wheeler;yes;1995;business;single;5569;2;2;2;2;5;5;5;5;1;5;3;1;3;5
3389;nochurn;Mr. Matthew Rodriguez;yes;1988;business;single;5242;5;5;5;5;5;5;5;5;4;5;5;3;4;5
3390;churn;Ms. Donna Ritter;yes;1980;business;single;4202;1;2;2;2;1;4;4;1;1;1;1;3;1;3
3391;nochurn;Mr. Howard Armstrong;yes;1981;business;single;6761;2;4;2;2;6;5;5;4;4;4;4;4;4;4
3392;churn;Mr. Jeffrey Little;no;1977;business;single;5773;2;2;2;4;1;2;1;1;3;5;4;3;3;1
3393;churn;Ms. Maria Hall;yes;1973;leisure;double;5909;3;5;3;4;4;5;1;3;3;3;5;3;3;5
3394;churn;Mr. Eric Phillips;no;1998;business;single;5267;4;4;4;3;2;4;2;2;3;2;3;3;4;2
3395;nochurn;Ms. Alexandra Compton;yes;1964;business;single;3494;4;4;4;4;3;5;4;5;5;5;5;3;5;5
3396;nochurn;Ms. Andrea Leon;yes;1979;business;single;6418;5;5;5;5;3;4;4;4;4;4;4;3;4;3
3397;churn;Ms. Janice Goodwin;no;2003;business;double;4824;3;2;2;4;1;2;1;1;3;3;3;4;3;1
3398;churn;Mr. Hector Sandoval;yes;1972;leisure;double;5129;4;1;4;3;4;4;4;4;3;4;4;4;4;4
3399;nochurn;Ms. Melissa Evans;yes;1982;business;single;6789;0;3;0;5;2;3;3;2;2;2;2;3;2;5
3400;nochurn;Ms. Alicia Ellis;yes;1971;business;single;6582;4;4;4;4;2;4;4;4;4;4;4;4;4;4
3401;nochurn;Ms. Jennifer Lamb;yes;1984;business;double;4882;4;4;4;4;4;4;4;4;3;1;2;4;1;4
3402;nochurn;Ms. Phyllis Andrews;yes;1988;leisure;double;5226;3;3;3;3;5;4;5;2;2;2;2;3;2;3
3403;nochurn;Ms. Jennifer Walker;yes;1971;leisure;double;6274;0;2;0;4;3;3;4;5;5;0;5;2;5;2
3404;churn;Mr. Kevin Harris;yes;1971;leisure;double;3699;3;4;3;3;4;3;5;4;5;3;5;1;4;4
3405;churn;Mr. Jason Dennis;yes;2007;business;single;2291;2;2;3;3;2;2;2;2;4;2;3;1;3;2
3406;nochurn;Mr. Evan Wilkins;yes;1986;business;single;2588;2;2;2;2;4;4;4;2;3;2;5;4;2;4
3407;nochurn;Mr. Jeremy Reyes;yes;1971;business;single;5574;4;4;4;4;5;4;4;3;3;3;3;5;3;3
3408;nochurn;Mr. Ronald Villegas;yes;1976;business;single;6789;1;1;3;1;2;2;4;5;5;5;5;3;5;5
3409;nochurn;Mr. Ryan Martinez;yes;1986;business;single;6772;5;5;5;5;1;1;4;4;4;4;4;3;4;4
3410;nochurn;Mr. Joshua Smith;yes;1967;business;single;6372;3;3;3;3;5;2;3;5;5;5;5;4;5;3
3411;nochurn;Mr. Hector Gonzalez;yes;1967;business;single;6539;4;4;4;4;2;2;4;4;4;4;5;4;4;4
3412;nochurn;Mr. Mr. Aaron Obrien;yes;1994;business;suite;5008;0;0;0;2;5;0;4;5;1;5;2;4;3;5
3413;nochurn;Ms. Stephanie Chapman;yes;1967;business;single;4568;3;3;3;3;5;3;2;3;3;3;3;4;3;3
3414;churn;Mr. Mr. Jesse Fuller;yes;1991;business;single;4491;2;2;2;2;2;2;2;2;3;5;2;3;2;2
3415;nochurn;Ms. Dana Arellano;yes;1991;leisure;double;4810;4;4;5;3;5;5;5;5;3;4;5;4;4;5
3416;churn;Mr. Anthony Johnson;no;1971;business;single;4831;1;1;1;2;3;1;3;3;3;5;4;4;5;3
3417;churn;Mr. Kevin Whitaker;yes;1969;leisure;double;5205;2;5;2;5;5;2;5;5;5;5;4;4;5;5
3418;nochurn;Ms. Sarah Lloyd;yes;1980;business;single;4652;4;4;4;4;2;5;5;4;4;4;4;5;4;4
3419;nochurn;Mr. John Ruiz;yes;1982;business;single;5077;0;0;0;1;4;5;4;2;2;5;5;3;2;3
3420;nochurn;Ms. Debra Nunez;yes;1960;business;single;3145;1;1;1;1;2;3;5;5;5;5;5;4;5;2
3421;nochurn;Ms. Heather Bowen;yes;1982;business;double;5326;5;4;3;4;5;5;5;5;3;1;1;1;4;5
3422;churn;Mr. Andrew Patterson;yes;1986;business;single;5351;3;1;1;1;2;2;3;3;3;3;3;1;3;3
3423;churn;Mr. Dennis Gonzalez;yes;1968;leisure;double;5669;4;3;4;3;3;4;3;3;3;3;2;4;1;3
3424;churn;Mr. Benjamin Adams;yes;1992;business;single;1531;1;2;3;2;1;1;1;1;4;5;3;2;3;1
3425;nochurn;Mr. Brandon Bennett;yes;1974;business;single;4115;2;2;2;2;3;5;5;4;4;4;4;4;4;5
3426;nochurn;Mr. Joseph Baker;yes;1982;business;single;4926;2;2;5;2;5;4;4;4;4;4;4;3;4;4
3427;churn;Mr. Sean Mcdonald;yes;1957;business;single;3249;3;2;2;2;3;4;3;3;3;3;3;1;3;1
3428;nochurn;Ms. Robin Gamble MD;yes;1965;business;single;5036;1;1;1;1;4;4;4;5;5;5;5;3;5;4
3429;nochurn;Ms. Ashley Ingram;yes;1968;leisure;double;6040;0;5;0;4;5;5;4;2;2;0;5;5;2;3
3430;nochurn;Mr. Steven Byrd;yes;1941;business;single;4535;1;1;1;1;3;1;3;3;3;3;3;1;3;4
3431;nochurn;Ms. Natalie Jackson;yes;1984;business;double;5377;4;5;5;5;4;4;4;4;2;2;3;5;1;4
3432;nochurn;Ms. Katherine Robinson;yes;1969;business;single;4764;3;3;3;3;5;4;4;3;3;4;3;4;3;5
3433;nochurn;Ms. Sarah Krueger;yes;2002;leisure;double;5414;5;3;3;3;1;2;4;5;5;5;5;3;5;1
3434;nochurn;Ms. Mrs. Cynthia Hunter;yes;1966;business;single;5987;1;1;3;1;2;4;4;4;4;4;4;3;4;4
3435;churn;Mr. Joshua Heath;yes;2003;leisure;double;4634;2;4;2;4;3;2;3;3;4;3;5;3;4;3
3436;nochurn;Ms. Lauren Warren;yes;1990;leisure;double;4959;3;3;2;3;2;5;4;5;5;5;5;5;5;5
3437;nochurn;Ms. Rachel Webb;yes;1982;business;single;5032;5;5;5;5;5;5;4;4;4;5;4;5;4;4
3438;churn;Ms. Kimberly Salas;yes;1969;business;single;4207;4;1;1;1;2;4;4;4;4;3;4;2;4;4
3439;churn;Mr. Benjamin Simon;yes;1970;business;single;5436;1;4;3;4;1;3;4;1;1;1;1;3;1;1
3440;nochurn;Ms. Whitney Huffman;yes;1970;business;single;5145;1;1;2;1;3;5;5;4;4;4;4;5;4;5
3441;churn;Mr. Brian Wolf;yes;2003;leisure;double;3647;2;3;2;4;2;2;2;2;2;4;4;3;3;2
3442;nochurn;Ms. Cynthia Hammond;yes;1990;leisure;double;5016;4;3;3;3;2;5;1;5;5;4;5;3;5;1
3443;churn;Ms. Rachael Brown;yes;1983;business;single;6487;2;2;2;2;4;3;2;2;2;2;2;3;2;3
3444;churn;Ms. Gina Ferguson;yes;1997;business;double;4844;2;2;2;2;2;3;3;2;2;2;3;1;4;2
3445;nochurn;Ms. Karen Rodriguez;yes;1982;leisure;double;5845;2;2;2;2;5;5;5;1;3;5;1;5;5;5
3446;nochurn;Mr. Larry Butler DVM;yes;1961;business;single;6674;4;4;4;4;4;4;5;5;5;5;5;4;5;3
3447;nochurn;Mr. Mark Brown;yes;1955;business;single;4040;4;2;4;4;2;4;5;5;5;5;5;4;5;3
3448;churn;Ms. Kathy Nguyen;no;1997;business;double;4929;4;3;3;3;5;3;5;5;3;3;4;2;3;5
3449;nochurn;Mr. Joseph Smith;yes;1967;business;single;4107;2;2;2;2;3;1;2;5;5;5;5;4;5;4
3450;churn;Ms. Elizabeth Brown;yes;;business;single;3217;3;4;3;4;5;3;2;3;3;3;3;2;3;1
3451;nochurn;Mr. Craig Travis;yes;1987;business;single;3998;3;3;3;3;2;5;5;4;4;4;4;3;4;5
3452;nochurn;Ms. Mary Mendoza;yes;1970;business;single;6572;3;3;3;3;5;3;2;5;5;5;5;2;5;5
3453;churn;Ms. Tracey Brock;yes;1979;business;double;6362;2;4;4;4;3;2;1;2;2;2;2;2;2;3
3454;nochurn;Ms. Elizabeth Delgado;yes;;business;single;5174;5;5;5;5;3;4;5;5;5;5;5;5;5;4
3455;churn;Ms. Christina Hancock;no;1996;business;single;5337;4;0;4;2;3;4;3;3;3;2;4;3;4;3
3456;nochurn;Ms. Katherine Mack;no;2001;business;double;5546;0;0;0;5;3;0;5;3;3;5;4;4;5;3
3457;churn;Mr. Hunter Glenn;yes;2002;leisure;double;5389;2;4;2;1;1;2;2;1;1;4;5;2;5;1
3458;nochurn;Ms. Rhonda Jackson;yes;2014;leisure;double;5300;3;3;3;3;4;4;5;5;5;5;5;3;5;3
3459;nochurn;Ms. Shelly Roberts;yes;1956;business;single;1758;4;4;4;4;5;5;5;3;5;5;5;5;4;5
3460;churn;Mr. John Thomas;yes;1967;leisure;double;5172;1;5;1;1;5;1;5;5;4;2;4;4;5;5
3461;churn;Mr. Phillip Chavez;no;2008;business;double;5147;3;3;3;4;2;3;2;2;4;3;3;1;4;2
3462;nochurn;Mr. Brandon Peterson;no;1971;business;single;5267;2;2;2;2;3;2;5;3;4;3;4;4;4;3
3463;nochurn;Ms. Angela Watson;yes;1976;business;single;5339;1;1;2;1;3;5;5;5;5;5;5;3;5;5
